[313.09263133053901, 311.26561592907819, 307.19821630208753, 309.85943158436567, 312.11291735130362, 312.68799280142412, 311.64285987545736, 312.28095833072439, 950.41064316034317, 747.10499930381775, 1068.0349994301796, 1494.99880027771, 1783.3826017379761, 1243.5519565939903, 482761.62034664489]
[313.09321673493832, 311.26573964057025, 307.19924003968481, 309.86163848100114, 312.11240001930855, 312.65734485117719, 311.56387268687831, 311.8081867871806, 937.75951436161995, 732.71242904663086, 960.32072031497955, 1517.5634295940399, 1788.9812183380127, 1447.8389554023743, 482731.69180748612]
[313.09380191322998, 311.26586307828256, 307.20026666240301, 309.8636834314384, 312.10753978928551, 312.63186465017498, 311.48766456480371, 311.34607573365793, 917.2934053838253, 747.70516991615295, 961.82384787686169, 1547.1531546115875, 1781.5562944412231, 1534.8930393457413, 482701.76520396117]
[313.09468176530208, 311.26667315857776, 307.20249808486551, 309.86818660172867, 312.11147690960206, 312.62463191477582, 311.50095141440397, 311.15245912561659, 906.3271701335907, 758.278364777565, 917.48386299610138, 1575.207860827446, 1703.525625705719, 1448.9158114790916, 482668.33009622991]
[313.09576778433984, 311.26789828595065, 307.20572375634219, 309.87330137594836, 312.12099306099117, 312.62723652692512, 311.56216145603685, 311.19772756285965, 887.78411692380905, 740.04240608215332, 722.09395551681519, 1604.6649602651596, 1747.9325287342072, 1681.0316731929779, 482608.57826825604]
[313.09689771884587, 311.26914855132054, 307.20912504498847, 309.87960845427006, 312.13463970739394, 312.63216250669211, 311.63554839405697, 311.27335991512518, 878.47037261724472, 757.12431704998016, 622.518394947052, 1584.3681126832962, 1695.82639336586, 1610.1184772253036, 482575.190337101]
[313.09810815451783, 311.27039828681154, 307.21237078076228, 309.88523165229708, 312.14911163900979, 312.63547597080469, 311.68668730882928, 311.39539560719277, 879.14024955034256, 772.59732782840729, 833.50873798131943, 1571.5600004196167, 1608.0178685188293, 1330.2250114679337, 482541.80484955758]
[313.09934146387968, 311.27162437130755, 307.21557822532486, 309.89076237010886, 312.16312089026906, 312.63781953696162, 311.7339567085728, 311.49319715266756, 882.50935453176498, 848.11943227052689, 936.38691094517708, 1556.6825338602066, 1572.997300028801, 1968.2800884246826, 482508.42180605233]
[313.10048931586789, 311.27268182531407, 307.21844024991151, 309.89676303966553, 312.17086413246579, 312.63450962118804, 311.75545390788466, 311.40564534327132, 882.35841447114944, 908.14188882708549, 871.33597606420517, 1524.9456309080124, 1484.1421052217484, 1598.514592051506, 482475.04120701179]
[313.10170625065803, 311.27371242124354, 307.22153918643016, 309.90159890882205, 312.17814388871193, 312.63183788117021, 311.77273774752393, 311.35623136191862, 886.53459364175797, 914.5516796708107, 1126.7205568552017, 1513.9503420591354, 1480.9167833924294, 1401.2035075128078, 482438.11085483059]
[313.10292295317049, 311.27487610674871, 307.22434882319067, 309.90721515065525, 312.18972018314525, 312.62899561785161, 311.78971267153975, 311.30246729706414, 881.41478228569031, 920.01326549053192, 1403.9894771575928, 1539.2133256196976, 1474.0656699538231, 1134.3545662164688, 482375.03731283173]
[313.10416580518358, 311.27603938084212, 307.22738628368825, 309.91282365677762, 312.20121779921465, 312.62268949253485, 311.79179918684531, 311.3120208370965, 877.7405161857605, 922.50605165958405, 1206.9280488491058, 1545.0926682949066, 1438.7516515254974, 926.60036730766296, 482341.67530958727]
[313.10533832316287, 311.27724929139367, 307.2297308590496, 309.91728629983845, 312.21334778959863, 312.61649104766548, 311.78388273902237, 311.30616294743959, 874.43018364906311, 943.03460210561752, 1101.3374820351601, 1551.1606242656708, 1311.1175104528666, 720.44540405273438, 482308.29562889785]
[313.10637298470829, 311.27857578970725, 307.23267629428301, 309.92268407379743, 312.22407688735984, 312.60846144380048, 311.77450474142097, 311.32099557027686, 857.31739646196365, 826.43465811014175, 736.85742449760437, 1582.765439748764, 1303.9400108605623, 842.25210499763489, 482274.93751036003]
[313.10741397176753, 311.2799019797385, 307.23579510406125, 309.92807413524133, 312.23677521711215, 312.60011057229713, 311.78262018342502, 311.33687587769236, 841.3696683049202, 808.13637888431549, 373.21304416656494, 1613.947426199913, 1389.4980857372284, 1338.697580747772, 482241.58183954656]
[313.10858248278964, 311.28148503950797, 307.23943031008821, 309.93443749562721, 312.25291811022907, 312.6052313814871, 311.81033090944402, 311.44866453239229, 841.45025902986526, 804.40407752990723, 285.27584886550903, 1614.7476236820221, 1444.313595354557, 1659.4578924179077, 482175.05393281579]
[313.10985786817037, 311.28302423095738, 307.24308097560424, 309.94133623017115, 312.26784454239532, 312.61024296702817, 311.83742818585597, 311.55809208309802, 818.96447187662125, 808.21406888961792, 270.82634544372559, 1633.0880678892136, 1470.8811233639717, 1881.4970104694366, 482141.7144119963]
[313.11108187722857, 311.28456302438281, 307.24674058507662, 309.94618784406339, 312.28074098122306, 312.61912611406296, 311.8629349085968, 311.66217632417101, 803.24058854579926, 837.02209848165512, 540.96693897247314, 1624.3504365682602, 1501.4801720380783, 2006.5056943893433, 482108.37733907998]
[313.11229906074004, 311.28620844818943, 307.25037558749318, 309.95097288955003, 312.29442678601481, 312.62732936209068, 311.88420838164166, 311.74011278210673, 783.1255077123642, 798.63720762729645, 444.3620285987854, 1617.9397560358047, 1429.4420241117477, 1444.1661046147346, 482075.04271448404]
[313.11346650539781, 311.28776337250019, 307.25401270750444, 309.95735446864273, 312.30802347301506, 312.6352633908391, 311.90391642902978, 311.81222621246707, 780.00501275062561, 797.98729360103607, 738.92554795742035, 1608.284702539444, 1346.599449031055, 1221.7075638771057, 482041.71053863317]
